Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,40.927222032939845,44.569231661187,44.605511994182,42.514183475804,44.097624115602,45.273362423836,43.753042029601,44.982029739886,45.797169986508,47.450937136497,49.816356764773,51.210351738761,52.501832836827,53.849596519763,56.645779913006,51.813444967043,56.803717068289,61.793950075178,66.762740694251,72.113257852402,74.656673892414,75.758037017291,74.349907989121,76.245021740555,78.170984020452,82.460068413005,86.123403916332,89.708783732496,90.315564540753,83.307314755317,90.507833473872,95.011461723828,100.957045827069,100,101.33732240847,104.111184272337,106.943110114156,113.44686745252,116.290050735712,114.840809658756
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,31.136013841044296,34.998348446985,34.905766725112,32.39425048044,33.928181282119,34.938232454762,32.962365279426,33.953972422515,34.544149804709,36.150035103627,38.695368996345,40.771318134312,43.296030740087,45.310697598393,48.688180390591,45.661992937473,50.365390166524,56.462029931161,61.933708384539,63.99395264338,66.816616375886,66.539651235305,66.244943650191,66.285475576266,71.226434806057,76.037187668724,80.767677329942,84.884615733665,86.98666883457,84.475023523255,89.816373418087,96.523482153777,99.470184242914,100,107.08670435821,113.259545318905,118.112498911215,123.475778572492,127.11180841405,125.99201059354
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,29.62769957351284,32.277156376011,32.097205561117,30.896145514183,31.901652320741,32.333977739075,31.500508226327,32.334507319523,33.181318885882,34.937322866604,37.203488162192,39.479747891474,41.799706663925,43.935116638007,45.631559908686,43.701155719882,47.867533791838,52.569252886769,56.49751862706,56.430588625295,58.61902456191,61.618009343317,61.486357330692,64.025974354004,69.667395112786,72.659353742192,77.401543792261,85.631596841707,90.121266687006,82.420893964912,86.627832217213,91.468641865904,95.755012746398,100,103.542241544998,108.349361354167,116.080482147441,120.836553153606,127.194059898976,128.853507558465
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,41.87307733667749,45.929602895415,45.789567187958,43.510504683604,45.020718165428,45.864629756879,43.975976080531,44.942457443569,45.572179505663,47.386444216135,50.12248630197,52.31255363207,54.221215657328,56.004949325986,59.994411433168,53.831438210383,57.914451568737,61.674277071121,65.092421163516,66.869894286219,70.194232496397,69.598857044383,69.798487783897,72.842753604808,77.124776714718,80.299844944634,84.00533010333,85.845619145942,87.69961052168,83.094801639006,87.496040471006,92.200389955754,96.556469777,100,102.864558011984,106.970813273696,111.097422779806,115.193884489809,120.118603503314,119.748304681765
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,55.28166828354591,60.044144264832,60.012488217991,58.228166442539,60.028808912249,61.350725284356,59.578482325211,60.861807844503,61.369906223159,63.19870216733,66.752521294642,69.247254662846,70.79155864013,72.805371340512,74.601742898814,70.727890063478,72.171333006285,73.932585155498,76.729704079896,78.92366040532,84.623443552629,82.773468449418,80.025994642333,80.290101230897,85.202311732492,85.5165474291,88.283170447704,91.477102807057,94.697200896624,90.711947881699,93.582051231559,95.410118944778,98.830903476872,100,101.790062318581,107.408322809378,112.673281140814,114.034937432166,117.00033547412,119.427898291919
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,43.40459803317741,48.184613863144,47.845993654508,44.572914685744,46.324888896123,47.584024040774,44.725592339929,45.813241472179,46.127283560567,47.766907508312,51.105329169255,53.419934932275,56.151727959663,57.678799025091,62.852046359054,59.649255844726,62.461088349797,68.921174661,73.52108530376,76.228013917519,82.631734529087,79.906430622392,73.705698680931,71.628943734932,75.34244872126,79.339372593913,84.18812333011,85.319218119881,85.577851367348,80.415768495482,84.555881973557,92.395784613898,97.180246711372,100,102.465390667189,107.699381187339,113.448480714312,112.868659997302,113.932186217741,113.749314703589
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,47.03537710836102,51.280526070741,51.326248271618,48.900954567515,50.784172023895,52.181422368104,50.863463684983,52.429771889964,53.742503599505,55.978307499706,58.928707398497,61.401972105088,63.676151037139,65.748210209052,66.050669148982,65.188037881849,70.877387108556,72.803676069936,75.383599721044,74.315889487603,73.945792194601,71.787853908202,67.636252564119,67.715372991158,70.668912000248,76.058215278248,80.43477770429,82.018782442632,85.834287832211,89.580724847644,94.831136177392,99.299697167705,101.874110803296,100,102.016882972933,101.550517101996,96.578442025005,92.009105822201,84.393540968528,80.937119162851
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,42.71580605011352,46.710404570035,46.777197331474,44.476993254443,46.286620219012,47.695774613768,45.887445718216,47.207506682198,47.918610358437,49.564184896832,52.235560430183,53.768465198166,55.342796392406,56.202198167358,60.253757891314,56.011001032431,60.885273011015,65.178429517835,71.421416698916,76.075014831595,80.206288418118,76.390465465637,79.344393201135,82.743064781012,86.660369344989,92.234318484743,95.006320040879,98.048862804377,102.136174260882,92.920721236729,94.71172958513,96.519140978538,98.5482929039,100,100.982565766684,104.08788220116,105.751112844838,105.309768956584,107.448741155257,109.409311168868
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,54.775227588822716,59.778714791833,59.821652290815,57.214525409786,59.284835444585,60.708817362237,58.798586920725,60.173885120618,61.031000331243,63.071627843431,66.334959903782,69.296857898668,72.294839455188,73.497744246925,76.032409677814,71.4674238792,78.106889343273,85.592767015276,86.628892284625,92.905709398259,96.364252044009,99.593358908893,96.418334035991,94.976527089868,102.432287593766,90.441945941417,88.856978633831,90.145672863396,94.968089719591,93.248604765148,101.31447977315,98.145164613368,102.579303865388,100,103.085725187868,110.040169457441,110.497684605806,109.043801131593,112.804308315656,118.441480129217
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,52.69581504479394,56.641541404166,56.903948636168,55.564127107457,57.271408835003,58.433969583973,57.443205405052,58.685584569894,59.581437621373,61.437600665537,64.170416325655,66.529200401277,68.564506718691,70.108592423218,74.310267509431,72.104457756403,74.939624802316,77.22316596179,79.852326863083,78.558899603822,79.009420269352,77.484386540735,77.066341031935,78.528762686021,82.402699863001,83.048615266238,87.61131290726,90.30549783989,90.139818445871,88.177510616795,91.91039388235,95.579545227144,99.791792813612,100,99.926804290743,100.561670715152,100.45725970817,99.323687106742,101.620432981032,102.578644445873
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,40.750397807828605,44.232980595694,44.382402549589,43.070503421371,44.498542337134,45.387425821547,44.281226042919,45.245758229166,45.896353933324,47.462656641474,49.793418535599,51.724177625122,53.38145007413,55.477507793903,59.251978596034,55.470104702695,58.651808717451,62.056937329721,65.855693051517,68.369617385585,73.281540828382,74.557471360221,73.948309332543,74.905147401524,78.323892604026,81.982078105583,85.946576411392,88.613298694312,89.513045606837,87.755227362092,90.899292624556,94.024518120513,99.495969745561,100,103.740023604716,106.759538519238,112.381151712176,116.962410698967,121.083434682308,122.546378651771
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,36.02344995520458,38.557672149657,38.965282758564,38.732431184166,39.979749798834,40.977706420946,40.782618334015,41.848045892902,42.685926973604,44.201584994696,46.45230764127,48.613310086694,50.97660141387,52.763975554531,54.755461416446,55.490797731492,55.104261108297,57.007464885248,61.297222471971,60.157097987218,59.918510290307,62.079490265166,66.757010142287,69.050215775988,71.949854985866,71.947646061195,76.337527720847,78.943276448666,86.05789188455,88.869043369744,98.550833743773,98.650470954452,101.273231262129,100,106.774990543978,108.883752329483,107.585019699332,107.328361582284,107.335244384558,103.331717540798
Valores constantes|Variación porcentual anual|B.1bP---Producto interno bruto<C1>,NA,9.488312377883,-0.007583348518,-4.362980608362,3.486711355612,1.878577172399,-3.708327137557,2.070346265968,1.279160154257,3.654954036082,5.20843223548,4.037598203363,3.508083320229,3.069021463449,4.941080684066,-6.291230828116,6.773258642401,6.846852326751,5.163925192898,2.753554221091,4.942453745929,-0.404390165135,-0.039844458172,1.446382644308,3.920590810289,2.307807065916,4.495077894214,2.291445714298,1.143584587194,-5.285744136818,5.118118143211,3.663007929502,3.642322679413,1.354091961517,2.849773254907,3.293151528334,2.63053242455,2.113129135497,2.194994725227,-0.176599456272
"Valores constantes|Variación porcentual anual|D.21-D.31---Impuestos sobre los productos, netos",NA,9.488312577914,-0.007583386249,-4.362980676721,3.486711493789,1.878577006264,-3.708327060025,2.070346104877,1.27916040085,3.65495407609,5.208432123288,4.037598218142,3.50808320591,7.072423803348,7.764789316111,-9.095957650277,6.054993006997,7.39097175635,4.241116883521,4.264089223191,2.049583768764,0.864412837882,0.644670345671,1.370801990315,4.081569253818,3.101112777087,7.522536804295,1.627496905416,3.641111678821,-6.445366229231,4.189792860444,4.054958018214,1.484033861809,0.928232205222,6.197134354714,5.795052831126,7.257831820367,3.630628249082,3.322275704076,-0.157010300751
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,9.488312370117,-0.007583347053,-4.362980605708,3.486711350247,1.878577178849,-3.708327140567,2.070346272223,1.279160144683,3.654954034529,5.208432239836,4.037598202789,3.508083324667,2.913590098632,4.827020463109,-6.174762313373,6.802156562156,6.82511396439,5.200988015727,2.693440027214,5.059341011923,-0.454187838183,-0.06706599668,1.449409602244,3.914148618823,2.276007941315,4.372745233304,2.319083803092,1.040322560114,-5.236564485925,5.15698619848,3.646748389272,3.732209661217,1.371443351502,2.713982346232,3.188216347399,2.431550296837,2.044799141471,2.143446839889,-0.177505588994
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,11.138864717064,0.427938557134,-5.021824362509,4.641181295247,3.029898380038,-3.849027188804,3.395349686197,2.503005375972,5.283194567137,7.465756742225,5.968730506031,5.853160515336,4.456531617869,6.61973952382,-4.827783676553,7.604522899719,7.322825546977,6.283834258417,2.075103059884,8.665164420691,5.234907600176,4.671986352046,1.044403504358,4.419651459532,2.428905786865,6.544722719997,8.828566400141,0.429037954842,-5.098401369147,6.248529403521,4.421190254642,5.518923412559,3.04969709277,10.220067596035,4.062191694705,6.786290233014,2.377773086778,3.777490526778,-0.996043907235
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California<C1>,NA,12.469984030203,-0.795958309328,-8.359551989167,4.488165927732,2.710503515579,-7.29687203503,2.615359889207,1.039282362851,4.469706629246,6.714092067465,4.476541174351,4.889481760217,0.191780792883,7.39905942604,-9.820807804015,12.904268430193,12.647735107599,4.305867352075,8.908883495978,9.555917774057,-7.45231116199,-4.229337693275,-0.953008653214,5.879853599551,2.36466594965,5.314248507729,1.219680405805,-0.871939401944,-10.886220592201,5.007185994157,2.928354223678,3.477147034555,2.083270434662,2.706031309467,6.972612273288,4.710660703539,3.318919618232,2.29858566526,1.720372813645
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,9.00674430701,0.672687807607,-1.995749435156,3.883044932547,2.512924180059,-1.4592072381,2.632022693238,1.790016273731,4.503023028104,4.056713046853,4.886650287769,3.793611276104,-3.100755931873,3.306926034621,-4.691411884836,13.052511030354,4.58059447179,2.694265197229,3.258969047518,6.811135706258,5.438209583273,-2.77823096629,5.545841314348,7.230230153372,7.175901152931,7.160319033677,13.393540859726,2.61388418427,-0.584118302857,2.139204758302,3.661208931431,2.299819082862,-1.975518806876,0.868812022265,12.491593983739,2.626429771929,10.771256229299,16.730373240044,-8.193277905271
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Campeche<C1>,NA,9.842239874936,-0.256061451056,-6.72464450251,4.486967132156,3.786127507815,-3.209874726354,4.05324875263,3.164205633368,4.579371638119,5.744516787431,3.421939058577,3.086945896085,-0.754120034365,5.183335909306,-7.109595162726,10.103041142359,5.758837961198,3.382711216662,-5.258908888119,7.729931223499,7.493678489702,2.582940004559,8.281526299844,1.150317208696,-1.98452467615,-2.335352550282,-6.576569978902,-8.478949655571,-9.971231495721,-3.43113456305,-3.642689540101,-1.612763773136,0.88110128294,-4.868190287281,-7.052178990251,-5.801772525675,-10.444291254842,-1.564817742739,-2.272582362489
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,10.389711485037,-0.081560340334,-6.47587835378,4.155364137715,2.844050016293,-5.495377749899,2.371884679404,0.878598329245,3.212365317914,5.626009442367,3.44976592638,5.062074091825,2.422377948134,2.78770898654,-3.370433939135,16.097386025677,9.022097410967,5.062162935387,2.55415035083,2.368433230802,-0.182177734471,5.302838418887,4.475008553842,2.879323523238,2.165013348662,4.711658119948,4.160448321026,-0.429964788689,-15.451565089996,16.287635815759,6.787471263295,5.035231631179,-2.064375907551,3.903733416229,0.842478985977,1.474508893362,5.151378928011,1.066397679572,-0.648937214172
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Colima<C1>,NA,8.222933647511,0.987005852629,-2.176815923185,3.635084136153,2.798313779299,-1.407358549579,2.671329489026,1.813255319448,3.092433705131,4.229656705797,2.985992610401,2.328743478625,2.227060317485,4.808689797343,-5.637290924218,8.054988044906,4.446592475372,6.915994825218,3.279688330588,3.792262017408,-2.000894012421,0.834279301168,-2.56749088683,0.090238234194,0.684602842218,6.263885974911,6.883116605593,1.841111611443,-3.175046210934,7.253764377627,7.260193771166,2.951072732767,0.974325363596,2.494805269157,2.320952383534,2.814142079169,3.51323911202,2.931808840287,4.315921685239
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,6.047429442508,0.768273503498,-1.207232232436,2.854305986531,2.145899958936,-0.439398717329,2.342033962342,1.959209951633,3.047473460742,3.768356252382,3.149372365567,3.338395580641,3.548635141346,4.409558358307,-1.292184850421,-0.100948721194,3.04232859693,5.350813972741,-0.182396200163,1.583211717393,-0.750261671923,1.496978549932,0.775665636506,-3.928425854304,0.798599640258,3.385532682786,1.659325556868,2.278320347952,-0.616178976266,5.567222513091,3.120880430529,1.89196837704,-1.337513965904,4.664547215729,-2.114529692998,-0.270163320701,-3.293486186488,-3.572547434696,-2.634526356852
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,10.74860517369,-0.39747322758,-5.420299938633,3.870215684501,2.403547736229,-5.081738086141,2.128067521655,0.474618882913,3.188117370732,6.066202308949,3.883216623333,3.838629724689,3.943575382457,4.912084648923,-4.079004652889,8.879726537805,6.612444392053,8.147680225835,5.799783105623,8.395830635207,-4.654905666636,-1.383845056069,2.636707113311,4.504653974503,3.331404755178,7.816007538578,3.578944765637,1.413313730738,-9.009607271635,4.168065029375,2.305813678346,7.424886179088,3.729363410053,1.974283757933,5.136860206434,4.614307053715,3.236910797628,2.281129197109,1.544034532592
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,10.576460256975,-0.235934335422,-3.854889537674,2.873094580147,-0.182935544568,-4.908269862213,0.29861007158,0.013484409918,3.67491919079,4.811596579467,5.001448854454,3.420160265535,5.470043621665,4.332079140344,-6.374602859369,4.376181453153,7.177932826699,3.12209147309,3.269053438835,6.230529447047,-1.263965739028,0.896350393668,-1.612717729663,4.408039255038,1.398408167754,5.165038649365,1.425133820857,1.73652452722,-3.586152404084,3.572207947714,3.551272356151,3.951672452886,1.485674259946,2.823935048846,4.411083382425,3.046933656998,2.986110572367,2.656990574623,0.228684646293
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Durango<C1>,NA,8.16755344505,-0.479201105585,-3.944263799524,2.878301992531,1.816845635482,-3.104747707517,2.000364145014,1.163642696641,3.144475071437,4.593262896839,3.176595873059,2.155730352553,2.149659579224,5.370150299665,-4.214368687511,5.873218448573,3.805437788344,7.424643389681,0.194079451222,1.07332051625,3.91750401345,0.767291231262,5.771811277459,3.099313027552,-1.687401059483,3.474922234172,1.447564548141,1.851877983357,-1.592622735039,3.792187085442,4.162999210175,3.759381668846,3.339703694466,2.071282071171,-0.04173113548,4.029725503908,-0.549011620905,1.359354770268,0.890925952001
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,9.927684287533,0.260418955254,-3.992093941552,3.761393913099,2.209703545572,-3.465725098303,2.347861023499,1.426079544636,3.781798688473,5.473556703651,4.002113217579,3.338935909163,3.25541366309,4.168060266056,-3.621262316915,6.529839595302,6.099969187575,6.930572714698,1.612750753783,5.747401225965,0.503080724694,4.424838065811,2.882924611741,2.87410560351,0.814364853486,5.063809005951,2.320265101087,2.924893209457,-4.244230702095,7.368823776757,5.993110205373,4.151832564745,4.143043277119,4.29033329276,5.445242615556,2.979027331113,4.581889588617,1.265391224075,-1.466472094147
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,4.767559038412,0.460317592497,-1.295845435618,1.940904128469,1.34222847098,-1.154015419013,1.356871297909,0.899741058692,1.984714696141,3.081683786789,2.437219569931,1.677535747766,0.106680693628,5.856195695381,-6.355074630958,2.768421288518,2.809903249274,3.906659115909,1.202374015387,1.043829068027,0.709976419065,-0.782515774704,-0.705712616465,5.387576772245,1.382468790402,2.213279098832,2.675735495499,1.661945443824,-3.382630076533,5.292812165989,1.221215001416,1.69728552426,0.317670009814,4.043494941109,0.844052270192,2.005598331001,-0.038793256768,2.815875193344,-0.030134700574
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,8.943955724408,0.311082760071,-3.831155889994,3.536028974992,2.442269208714,-2.956015619989,2.398685469825,1.463746430744,3.397427327852,5.352738287888,4.19214332644,4.071012475042,2.769492658607,2.735150140375,-12.925608006637,11.424036050837,3.940796596843,9.359432633409,1.338635272301,2.211964667051,-1.122652008371,-0.417389094721,0.282413532843,6.681133562411,-0.77045327257,2.804572007798,3.198944691842,3.543131680202,-6.331028635563,5.482358251685,4.006524675791,3.834575260638,3.674089784107,5.230700608933,6.430494678324,3.919120184796,0.477786591738,2.546338319243,-1.386756243253
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,9.390498676222,-0.032936757594,-4.586315152736,3.446272468848,1.989561916574,-3.735604700203,2.098884931734,1.249570504201,3.40942637743,4.889778309314,3.50335906181,3.104217078535,2.47696936599,3.593156345881,-8.238967086666,5.659101177295,7.316626746545,7.233759942913,3.959921617568,4.722558903501,-2.066467365377,-0.935473084269,-0.974954163859,3.054376295184,2.79412018708,5.210712698889,3.062055325565,0.595048184044,-5.25318423745,6.32558069793,3.001627874266,4.42092314355,2.340292943275,4.779027820285,3.525684665561,4.004460482838,2.391939711918,2.673768424951,0.784207932901
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|México<C1>,NA,9.06368312885,-0.073882757448,-4.151804919521,3.125876804908,1.326096959047,-3.840444589031,1.623249947812,1.028493734008,3.546739885014,4.949804474278,4.055634058854,3.378927333035,3.072274459149,3.849442546309,-7.65637729756,8.797234817399,8.436998670875,5.063062737362,3.664368626416,5.768496579081,0.528705545535,-1.680265986896,-0.032190497029,2.426281275897,2.378004613179,4.668568254317,2.950935991722,1.138380623583,-4.959037865512,7.735453536145,4.616390459296,4.405819738745,1.877590983834,2.72040442106,3.058675488577,2.787461790189,4.810507853049,3.289254977686,-1.896648203723
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,7.223499231491,1.223802093767,-1.422407531164,3.403063009614,2.589342694435,-0.93413170401,2.531442274049,1.835998732467,3.029251355538,4.07666786797,3.059409230154,2.128479401695,-0.04337774536,6.73534168289,-2.202470019337,4.33095729082,10.732743332378,0.828068160925,6.016819033878,1.767145582525,-2.372074449923,-1.209629930102,3.344697174167,2.225480931723,1.662589097166,4.713655826975,2.440545856707,1.945252809871,-5.275498131504,4.026528552997,4.096344797844,2.550347699567,2.112204024024,5.616513308671,1.681240223075,4.163736193658,3.169416879424,2.290764404064,0.144771665351
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Morelos<C1>,NA,8.011012115364,-0.009788729248,-3.92752707705,3.27276474852,2.253586119754,-2.72447458754,2.49847992952,1.720530295462,3.456741068949,4.783127441668,3.213717049972,2.920731578146,3.884629953672,2.560526689146,-11.545944135419,6.557268677348,6.625441610515,8.202176859352,4.991756712966,1.775599397787,3.460016435374,-2.639111588638,4.516883003008,1.062308778808,7.227348442224,-1.810877265029,0.682344478145,0.205016540878,-0.780420483797,3.941897309262,-0.175089255208,0.595237222885,3.646929708109,1.94167896039,0.974860032008,3.701708150666,4.540060520315,-0.945711546863,-0.115715330452
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,8.404910235573,0.387362030346,-2.438792162969,3.092516599519,1.803601826681,-2.554062712326,1.942579889546,1.144852991022,3.392379432501,5.604259167875,4.641071513468,4.375247065995,3.322300093948,3.362162203997,-12.170774689112,2.482436743621,1.598780861103,8.62514427326,2.932610272247,1.625505498883,2.994082256712,-2.433152759042,-3.579744635276,14.157017610204,3.90244884456,2.10020296146,-0.532107949013,7.218537307704,-5.345649110532,5.10287370614,2.984089748348,0.095386327636,2.804796513436,5.171672693432,4.657692644642,4.743206865883,1.278002472906,-0.297621207201,0.253323955791
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,11.254694047584,0.288342364367,-4.965925198935,4.37126223064,2.326366827159,-4.247320660032,2.566707314866,1.71218410776,4.494965771485,6.091693607074,4.803922946217,4.387741383386,4.173772938399,5.911711745861,-7.018188489688,6.463327614261,9.061171804963,7.585494156524,5.858845051161,6.707939013484,-0.342602496308,2.409300842621,4.090342570349,5.716343049991,4.188690566194,6.934316623743,6.10438217812,1.565764997708,-6.629085944516,7.605386741199,4.353169652356,4.113385059817,1.003945828604,3.215002616894,5.762629132736,2.407485465108,3.888262823176,3.568246620585,1.509260856791
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,6.376243054123,0.205806994647,-2.106165436465,2.459204747285,1.582444316511,-1.838597001766,1.62477930523,0.892505789226,2.379112014188,3.923218734379,2.983053395113,2.613150212171,2.273969351356,7.895736054258,-8.335844271329,3.852430625486,1.939866977247,2.495487658811,2.753408783769,3.500155755272,0.65173440923,0.231365462431,0.260973819075,3.839724511453,1.38549245807,2.034076473394,0.821832226171,3.101886923162,-0.936789711765,1.593883463151,3.010530829999,2.01073233175,2.434830122013,1.923756684575,4.145555491235,-1.547340093942,-2.362503309343,4.080254393865,-3.113766209862
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Puebla<C1>,NA,8.898746231336,0.081402195289,-4.688497956601,3.724499708903,2.666216903548,-3.35809030485,2.808919456282,1.812146431221,3.611068436054,4.984979793913,2.798267606299,2.521914133015,2.567079300116,5.192580026513,-8.530794268141,9.631230087904,8.785046585755,8.040901436188,8.014226352174,3.526974256547,1.475237333053,-1.858719000134,2.548912033234,2.526017090599,5.486798517761,4.442556953723,4.163072583205,0.676389516178,-7.759736454145,8.64332110536,4.975954099328,6.257754585992,-0.947973288272,1.33732240847,2.737255926978,2.720097616421,6.081511311408,2.506180511667,-1.246229636833
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,12.4047176548,-0.26453168787,-7.195132725346,4.735194606848,2.977027162888,-5.655315213483,3.008300935577,1.738168880065,4.648790918279,7.041027444155,5.364851639387,6.192374250588,4.653236853051,7.454051628456,-6.215445779325,10.300464185809,12.104819886194,9.690899282313,3.326531403624,4.410828861026,-0.414515363997,-0.442905214624,0.061184935546,7.454060164517,6.754167712825,6.221284356054,5.097259869075,2.476365219701,-2.887391073788,6.322993083703,7.467579106617,3.052834422656,0.532637755845,7.08670435821,5.764339277868,4.28480758831,4.54082312263,2.944731253039,-0.880954991107
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,8.94249921741,-0.55751756071,-3.741945835899,3.254473300226,1.355181900885,-2.577689387536,2.647573452481,2.618909754803,5.2921464236,6.486373624679,6.118404057593,5.876326208637,5.108672152299,3.861246766809,-4.230414635545,9.533793794065,9.822354991961,7.472553868612,-0.118465382891,3.878102266746,5.116060534647,-0.213658334679,4.130374823886,8.811143939162,4.294632553094,6.526606425506,10.632931394153,5.243006099254,-8.544456824866,5.104213324951,5.588053544446,4.68616434338,4.433174965831,3.542241544998,4.642665387034,7.135363509899,4.097218514413,5.261244697445,1.304658142689
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,9.687670017948,-0.3048920492,-4.977252776815,3.47091694938,1.874496067234,-4.117887108997,2.197748519027,1.401174074393,3.98107953175,5.773891945459,4.369430751909,3.648573607556,3.289733819196,7.123409904293,-10.272578854533,7.584811950215,6.492033336311,5.542252385795,2.730691363035,4.971352573027,-0.848182864661,0.28683048543,4.361506842864,5.878447612155,4.116794064326,4.614560789315,2.190681282186,2.159680824931,-5.250660584788,5.296647618368,5.376642713686,4.724578522213,3.56633815523,2.864558011984,3.991904832016,3.85769667428,3.687269792137,4.2751566503,-0.308277661202
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,8.614928111176,-0.052721289027,-2.973250782355,3.092390813108,2.202136600843,-2.88870742918,2.154008409089,0.83483944472,2.97995557875,5.623247005773,3.7372871014,2.23013025542,2.844707390353,2.467361302094,-5.192710900321,2.040839817944,2.440376359765,3.783337101651,2.85933114396,7.221894065781,-2.186126001905,-3.319268672139,0.330025999357,6.118077354852,0.368811233191,3.235190266419,3.617826980109,3.520113767003,-4.208416909044,3.16397499655,1.953438388197,3.585347728236,1.182926070692,1.790062318581,5.519458739708,4.901815980108,1.208499723772,2.600429402364,2.074834066041
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sonora<C1>,NA,11.012694614319,-0.702755883024,-6.840863192013,3.930580314818,2.71805324234,-6.007124782881,2.431827227651,0.685483232132,3.554564286432,6.988984288676,4.529088845812,5.113808226931,2.719544208017,8.969062153518,-5.095761713201,4.713943980105,10.342577245894,6.674161700502,3.681839845773,8.400744401523,-3.298132275967,-7.759991146099,-2.817631449352,5.184363739985,5.305009248425,6.111405444324,1.34353249013,0.303135979403,-6.032031406944,5.148385143279,9.271859576597,5.178225519126,2.901570415851,2.465390667189,5.108056960569,5.338098941323,-0.511087247144,0.942268846343,-0.160509088979
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,9.025438347395,0.0891609435,-4.725250307148,3.851085266197,2.751350053618,-2.52572395176,3.079436773479,2.503790617851,4.160215379734,5.270612904484,4.19704557554,3.703755521335,3.254058447572,0.460026119295,-1.306014425362,8.727596981856,2.71777648692,3.543672229723,-1.416369392536,-0.498005602239,-2.91827056328,-5.783152884597,0.1169793181,4.361696434096,7.626130253684,5.754227087805,1.969303308285,4.651989795444,4.364732451391,5.861094938311,4.712124277362,2.59256947304,-1.839634023324,2.016882972933,-0.457145775627,-4.896159289861,-4.731217554349,-8.27696866046,-4.095599931002
