Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,5.677052561207,1.523816187545,0.495141713757,2.918538119983,1.72036323274,0.371154459299,2.257764144389,2.348199028717,3.779884509657,4.172431965942,4.470474697285,3.883884235465,4.161393048562,6.490738767461,-3.827820635339,4.01928185265,7.302989069743,6.450073394027,4.260586674426,7.06018600957,0.256679004274,4.009654164411,2.317418887495,3.083481269852,3.343563783992,3.129015074995,2.540826030981,0.973740132704,-5.425379728132,5.148161818517,5.135857357109,3.475122285426,2.567406291709,0.731698206571,4.28254597514,3.710913081494,1.850954109014,2.028597933156,1.063891584781
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,7.310632247954,1.147705010952,-0.445148324389,2.984621232956,1.141622284741,-0.948364693441,1.73914844799,1.790262820643,3.886004475896,4.42144278057,4.818932757364,3.88585820337,4.481579614498,6.307021338125,-0.174041239038,7.222307938499,10.858001222332,2.849476270842,3.120244553535,6.019087404296,1.071796979517,0.93549006014,1.769462197843,2.450541636376,1.621530909542,6.520144140052,0.945261121845,4.339380690757,-2.700063641415,3.474174285297,4.225862605334,2.241800885714,3.056833612168,0.647449279292,3.457839097803,1.422248717523,1.343872083181,0.898190201764,0.282888319976
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,6.32184947935,1.088621846416,-0.35340379149,2.419046785751,0.771938710835,-1.104472209947,1.05654481962,0.996887137758,2.700794644889,3.104762646501,3.410155577054,2.541446193751,2.852442289813,5.20416113113,-1.134837961181,1.346913416441,3.69844293875,3.044546922759,1.719825109345,3.704466855793,0.470071276861,0.125316197801,1.149014754452,3.65761228152,2.093764887793,4.167540706613,2.601620239538,0.700632809557,-2.816098376491,5.493610635603,3.624559333087,3.825892341314,0.043887972725,2.391005195182,2.496019181161,0.359878295994,2.363601558757,1.712164918681,1.742436484496
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,6.987209174323,1.504501826196,0.043803774009,2.98694300617,1.312585274309,-0.575652966807,1.711655164923,1.69621505941,3.471092496243,3.899497757099,4.217749575939,3.362197875225,3.278660134377,6.654317735943,-3.875857158226,4.313750332525,5.923423418223,4.577773422525,2.175177235629,6.852507909181,2.286238591866,1.192674773159,-0.512972681746,4.558525903383,4.102441474424,3.049256242216,2.298597339246,2.857751171177,-3.703625764553,4.64893973986,3.883731275739,5.13658905499,3.710175753022,2.094778434635,3.671208316456,4.281354851631,3.539023949787,4.356455843289,1.228124690615
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,5.614154526176,1.68802082551,0.625411782801,2.714366687215,1.505178356222,0.15294070577,1.764348348916,1.740604610298,2.967505325145,3.255043619862,3.46962549472,2.855214867962,3.045194718031,2.628176324956,4.960562634007,-4.913547006114,4.056271853169,6.373686144725,-0.47641694104,3.836002477048,0.776796225204,3.670283538391,2.258385457272,2.331481503033,3.43095254038,4.040446634557,2.93590635256,1.621593540896,-1.564213137166,5.953514306025,3.574374537509,3.239530185876,2.168881579294,3.260827900571,3.447289700005,2.544752769594,2.701783665493,1.394874120735,0.48544945383
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,8.497844916986,0.940366737364,-1.069959717549,2.99859213407,0.676325837475,-1.97667923551,1.216919331577,1.204613460387,3.784969084038,4.357857471119,4.889857747853,3.684262010303,4.404776129706,4.662804260281,-3.584344345087,3.97512304748,6.580293550882,4.826433153739,3.538146283839,5.734842518803,0.327503360917,0.878549143799,1.122768323465,4.043964493385,2.698556833138,4.416400290009,3.058093201572,2.343987791364,-4.120992461588,5.651090157272,4.488542747584,4.080008582725,2.176107808912,2.734289537247,4.332462347496,3.443229542528,3.099377448199,2.927091842838,0.585359385447
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,0.063901365818,0.014369931949,0.001785586918,0.029931175497,0.015117336309,-0.001929070893,0.020898549381,0.021708577618,0.040279030673,0.045420190853,0.049389793707,0.041598900192,0.042766464046,0.046841859054,-0.011934839137,0.052353784572,0.084954243839,0.074857454578,0.009741792811,0.066851972614,0.030808671962,0.045001308487,0.021786216282,0.037378479892,0.020757423443,0.03576386276,0.048049156809,0.035305901427,-0.05717833737,0.043587521458,0.052057339325,0.04340642652,0.022716942478,0.042868487652,0.062491229284,0.068411947813,0.028728453483,0.042521727556,-0.001843956509
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California<C1>,NA,0.219053138516,0.01598799717,-0.034024794334,0.077039279964,0.018622867996,-0.041408727581,0.040819315661,0.050858325992,0.125003110968,0.103323475576,0.158545407228,0.132491499276,-0.01003703473,0.157100678102,-0.095919235163,0.136889544668,0.284932696518,0.116675663937,0.211138884331,0.269374227516,-0.042839761312,0.000050508959,0.113118192149,0.114578257541,0.117011883433,0.10770834566,0.079041874712,0.015691969873,-0.173047207226,0.158310223151,0.150054762517,0.111090501177,0.08092706075,0.051344748941,0.138542768644,0.167806652388,0.099280104918,0.050348755024,0.037125422283
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,0.051750890119,0.009878927037,-0.001360571677,0.021713251849,0.00786290753,-0.007053403712,0.009400960588,0.010095873763,0.034100641178,0.021878305752,0.050382460865,0.059500181105,-0.00701905801,0.031924625025,-0.007769415533,0.066609168875,0.02150442837,0.004239999713,0.007637844169,0.041817210034,0.005037848127,0.000680729802,0.035919081899,0.053976068529,0.069822194137,0.061082929853,0.070699840022,-0.005527535048,-0.038107688123,0.068679395607,0.04213489038,0.044599919672,-0.001828658623,0.018161029968,0.045723635119,0.048607307119,0.042218839757,0.058297902519,0.035928953473
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.041877260624,0.006743597181,-0.002215543167,0.016763957741,0.006340590809,-0.005318870596,0.009539841219,0.009722511254,0.021282966845,0.024007008348,0.025943203162,0.020504303189,0.019058276914,0.022712972571,0.017662628737,-0.000194806021,0.042019020128,-0.018088350554,0.006537645218,0.045880333442,0.019045524403,0.005015276037,0.032684966957,0.04021071782,0.031264399354,0.027971799667,0.011847013446,0.031484354678,-0.033896410429,0.030509982032,0.04256601754,0.026136769761,0.016922159861,0.011771654022,0.009084868133,-0.02477950627,-0.004622014291,0.014310268488,-0.001505737455
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,0.137880898499,0.032097393403,0.005975472339,0.065673063802,0.034792120398,-0.000026501371,0.047808340756,0.049752627865,0.087567254113,0.097440688262,0.104751974943,0.088457296291,0.09144499593,0.085603243583,0.002218937737,0.136488943479,0.146244729497,0.161345111999,0.093031590746,0.095278013082,0.011283090294,0.076027679313,0.049656189033,0.105936626545,0.090807769379,0.113785545421,0.087079491912,0.042713546813,-0.124240749404,0.185570525476,0.12920342832,0.104753270336,0.037176640491,0.050613187901,0.089020893845,0.082303927932,0.086269019031,0.069133946364,0.021829292308
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Colima<C1>,NA,0.038000611413,0.017640795763,0.012061618805,0.021915650081,0.015245781579,0.007950454615,0.015764020293,0.015033441108,0.020936698436,0.021677744409,0.021994340914,0.017916504041,0.014320182207,0.035913464985,-0.02591523147,0.039498424466,0.030316969885,0.037756268362,0.016257444495,0.007626945406,-0.000338951341,-0.00048071813,0.009828500585,0.016203747279,0.021632028804,0.031877970037,0.028340654789,0.015257568163,-0.015950090348,0.045270019089,0.030189179137,0.028878787853,0.007715967184,0.028874954745,0.016680222067,0.022053279484,0.032606889324,0.028039778626,0.004044102176
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,0.11122137331,0.02805389657,0.006628992542,0.050691361688,0.025622102315,-0.002183846914,0.03245124534,0.032384228869,0.059098583222,0.064887283761,0.068796105983,0.055300301974,0.039518502763,0.105000394879,-0.021992512799,0.017292514001,0.090489590482,0.089647339367,0.074536953198,0.085104121773,0.011099623971,0.031431529293,0.004117959393,0.062232754022,0.059911100806,0.022618301296,0.087610097899,0.008726462896,-0.031089887829,0.056211765703,0.088581309306,0.053252694231,0.049395026706,0.079769259382,0.004120336213,0.045694935825,0.015272415649,-0.032770146498,-0.004710354662
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,0.194143549529,0.019881042364,-0.024664399755,0.072751716314,0.020981764174,-0.038309535826,0.03899143679,0.041098545972,0.103114916502,0.119640986474,0.132176721377,0.105541754164,0.123877311633,0.108853644609,-0.064938100171,0.117276327456,0.109159622371,0.210924798182,0.145084049489,0.230992840083,-0.028195697727,0.032590396079,0.074465820746,0.091340046046,0.094720191941,0.172369800476,0.093822487318,0.097569459379,-0.221567761874,0.146165476803,0.116369533237,0.109757137946,0.034060199893,0.033717168168,0.13294607102,0.117390737276,0.069529359149,0.087395292477,0.032852459772
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,3.097540632455,0.051220653333,-0.787544534447,0.830174052479,-0.128478516947,-1.240768182479,0.02328827455,-0.011426969558,1.017028241192,1.268585046576,1.458372061223,0.952817694751,1.671609852856,1.22212322126,-1.249713831742,1.095875128442,1.715417689339,0.876628731006,0.907732307816,1.499430855334,-0.362019331055,0.159707601699,-0.319523464706,1.12354717185,0.371273527618,1.085537964388,0.526533316908,0.62545363712,-0.889568654967,1.163823215199,0.815904278526,0.969200722177,0.573035663987,0.639872887596,1.361417074541,0.685448706568,0.771851142102,0.703940078125,0.131044652062
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Durango<C1>,NA,0.076816800108,0.009355913572,-0.007956306588,0.028966351614,0.008873291463,-0.013879223928,0.015166589001,0.015642802857,0.038593956693,0.044318730421,0.048534220788,0.038121494791,0.042989089249,0.044733668867,-0.024875024503,0.048639002396,0.06341434092,0.080672344844,0.000191824204,0.024986672736,0.019943870165,0.027098884955,0.030949086328,0.047712014685,0.033950574796,0.036516765458,0.024396345161,0.024612927342,-0.035902236657,0.067907808246,0.039688455174,0.038892628088,0.024696979174,0.018013911438,0.023651611218,0.047767907478,0.004323687023,0.01726124597,0.001476505061
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,0.289815108407,0.057238115035,-0.005005727679,0.119294015034,0.046944343216,-0.035752769044,0.062694414237,0.061215668887,0.140167421662,0.158867278478,0.172546317844,0.133420621283,0.160134303125,0.158354380484,-0.098770429023,0.144392029114,0.215177813371,0.169156046102,0.075385673839,0.186204075472,0.037569762388,0.096277913564,0.039334646745,0.095175544692,0.080732521949,0.15770929808,0.120596533123,0.116834289796,-0.134051062318,0.277404777167,0.205410792694,0.144854926755,0.078210514669,0.061830098595,0.138237152241,0.095560418485,0.190492642545,0.15102684548,-0.01614930401
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,0.08648159717,0.026945805822,0.010765191593,0.039473411134,0.02071019604,0.000327455005,0.022342044211,0.020702647457,0.037096428635,0.039411744407,0.040565119108,0.030184773328,0.002145682562,0.084127615398,-0.081668596912,0.051869187478,0.063981666982,0.080259825468,0.060220475408,0.054615074579,-0.019304647926,-0.033298363768,-0.024791923042,0.101747783992,0.020677746307,0.017006752099,0.022758847866,0.000825521921,-0.037493614188,0.092503152732,0.036834789079,0.029983731547,-0.010715946517,0.040126350272,0.0570088063,0.019846653355,0.013169380693,0.040456373135,0.001304716681
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,0.098323483273,0.027752501254,0.008710663219,0.044807299957,0.02259679981,-0.002237972779,0.026070448223,0.02486347014,0.046890718146,0.051180966735,0.05399390009,0.04162578681,0.035608527792,0.023352181153,-0.094591468892,0.080004522467,0.093603249016,0.111969980619,0.031580611412,0.069397189184,-0.009909825578,0.006711985798,-0.00220159846,0.037666596406,0.023718200214,0.065492327375,0.029656295998,0.059723407646,-0.072496733801,0.114522829265,0.082584920494,0.051855180222,0.072440088553,0.066448291306,0.087324536382,0.073533749833,0.044208138575,0.055242790998,-0.011058483888
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,0.547269949586,0.105866849167,-0.013631906323,0.217871360506,0.079428080109,-0.078175006692,0.103787635202,0.098436456295,0.243345878783,0.27571806433,0.298862424309,0.223540400497,0.268126956809,0.265794262574,-0.390543352789,0.269297580195,0.425430549036,0.316121524723,0.328971855576,0.293796532722,0.022762908388,0.014438416451,0.023784939366,0.259418110925,0.154934193859,0.269580755709,0.1895377725,0.180798543126,-0.257510444143,0.365472978603,0.275095123042,0.272526949987,0.143919651596,0.195575731971,0.169112678328,0.396784170254,0.156962734093,0.24334711511,0.067258867805
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|México<C1>,NA,0.799517568833,0.059041320536,-0.134146194414,0.276314572232,0.052894792663,-0.204695296739,0.120537921706,0.125821728847,0.388823287143,0.458719564707,0.512128710426,0.396668864923,0.463602421998,0.446321301158,-0.40022257187,0.526271543243,0.657241525029,0.510353975208,0.304786368643,0.61834252123,0.25902622193,0.043277700465,0.189817392694,0.275350161735,0.314577197652,0.518824389391,0.331687944785,0.215588819093,-0.345006604028,0.606819938806,0.510271564471,0.508156713914,0.201777992538,0.41880953641,0.408233943052,0.34186533085,0.409555597917,0.387048834564,-0.0141200495
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,0.144061134947,0.055187235763,0.032145904362,0.078232818104,0.050827882786,0.02072582191,0.057382665267,0.056567652865,0.084624833032,0.089970798954,0.093335259967,0.077729554499,0.054280337872,0.148173446793,-0.038637378467,0.062948552445,0.267388514798,0.04877510604,0.098095370746,0.069714809846,-0.019807193819,0.001227824149,0.078277669275,0.052428176378,0.072580213396,0.095193011488,0.028710422254,0.052765000364,-0.030582857835,0.107526515281,0.098831759427,0.088695646303,0.051458179579,0.112957955029,0.095019426786,0.090542986833,0.100175957222,0.068696372318,0.01833879408
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Morelos<C1>,NA,0.073726123768,0.012871588392,-0.002093147995,0.032072874436,0.014490200705,-0.005234873992,0.021839227139,0.022963198427,0.044155309562,0.049601657555,0.053579340454,0.044499644431,0.036611829514,0.032778728029,-0.074016932459,0.038008216469,0.077987412448,0.08094096575,0.054496665564,0.076794868387,0.029071868338,0.004745220204,0.040729389703,0.036195291177,0.029645116762,0.039619233074,-0.001653264841,-0.003954738411,-0.061860330013,0.049444607453,0.052861847116,0.050205339819,0.047931243067,0.007971837666,0.052621167054,0.044165005249,0.0189458127,0.006549318642,-0.009730217228
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,0.063936357262,0.011154198698,-0.003026001278,0.02420904131,0.007968847153,-0.009834060646,0.011553114605,0.011765240215,0.028166239915,0.031621458508,0.033515599434,0.025877120513,0.019200150034,0.018888285643,-0.052979630602,0.021599843436,0.023417570144,0.070510547686,0.01418657568,0.018464165274,0.01169239697,-0.011598992446,-0.010305988285,0.027370429532,0.027245036636,0.036169004425,-0.007527469634,0.042734973298,-0.018949414261,0.055359268605,0.022842209731,-0.003891140288,0.029866289702,0.024998286476,0.052874896487,0.036995172784,0.029565465493,0.009296539935,-0.00505511063
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,0.544142049338,0.057973084823,-0.068834876447,0.202152540918,0.055042679379,-0.115036103261,0.101015046342,0.105016984126,0.280614237061,0.327977486113,0.364463676433,0.287684071001,0.356132775928,0.32494474797,-0.218091964587,0.152534241351,0.449292267872,0.447778755596,0.348189653663,0.462611424574,0.001985459712,0.209892925269,0.2406178581,0.360626443855,0.208586588443,0.439952017662,0.397098148968,0.207728414711,-0.437516050706,0.483993280036,0.409810591025,0.371731883676,0.150966282387,0.246939643621,0.365051105761,0.340718635656,0.331935648591,0.245028739116,0.109080075551
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,0.108304028375,0.017115120822,-0.00701709425,0.040320719965,0.012488350629,-0.018586057554,0.018070919459,0.017311995156,0.045707967819,0.051724308285,0.055843609814,0.04117935534,0.03432653825,0.049392658987,-0.006916647698,0.030665403974,0.039616736331,0.08340431987,0.047462181333,0.050900353944,0.016075730589,-0.019176626805,0.017340276153,0.082334923475,0.071444535819,0.034545371813,0.021669311601,0.030102844432,-0.057214731631,0.059564379591,0.04536931043,0.028490739796,0.009801093299,0.025853450004,0.084733231453,0.011337255786,0.041712572036,0.021889106897,-0.000567147749
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Puebla<C1>,NA,0.173743319127,0.048327316451,0.017348762321,0.087165619383,0.050399014316,0.009330577786,0.065202506334,0.06704921047,0.110760676998,0.121586599382,0.129369755045,0.109658720265,0.091624158908,0.123044617351,-0.157122072506,0.204723483387,0.30132582247,0.179989129625,0.167437791339,0.204337621272,0.037223301208,-0.020772305063,0.05046892947,0.108984469111,0.058894855736,0.128665936284,0.110058428943,0.032583591256,-0.131381685877,0.211865517389,0.153640621974,0.124629897108,0.088234288647,0.064395880742,0.072238581083,0.104059873339,0.083330676792,0.094703364796,-0.040377113813
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,0.109662992212,0.024416576668,0.002484373837,0.05005935154,0.024314687337,-0.005191007418,0.0331171805,0.033961468324,0.06491635712,0.073094029268,0.079296734329,0.065611528392,0.072323023116,0.101713888518,-0.024158574518,0.091566335232,0.147030337396,0.112926076467,0.075620768905,0.118281963335,0.001894728317,0.06203639892,0.010292602415,0.114770064434,0.119123346733,0.136298333155,0.113623851951,0.092716626963,-0.052568997448,0.094826743478,0.143221858987,0.046634322606,0.027634100036,0.074850264423,0.100869022007,0.064341700462,0.059240976571,0.074914265032,-0.005168827291
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,0.10692409879,-0.00332534578,-0.026791891073,0.037782824863,0.010232088897,-0.018664611334,0.030946561947,0.036805170999,0.072509912781,0.081221582371,0.085440673364,0.071790470911,0.067224447603,0.071579414834,-0.019268111083,0.103512161468,0.18345869859,0.110591620966,-0.004830415769,0.071708873866,0.072304335628,0.018958560693,0.073458756269,0.136652323844,0.023381866704,0.097647030594,0.225686012578,0.102961972828,-0.167277019394,0.147145505588,0.111220328117,0.109522795153,0.077957334432,0.054819764421,0.119485630149,0.104523494634,0.124395742641,0.107571104197,0.02442405393
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,0.148321573813,0.016187428903,-0.018506464665,0.053421397371,0.013290551895,-0.032617637369,0.024090490324,0.02435431174,0.069764050325,0.081172524947,0.089689462777,0.068715380206,0.085636287837,0.089369702974,-0.105778155829,0.075452467859,0.121339928884,0.095084245891,0.050148018612,0.093193533815,0.028226895588,0.024876191909,0.067453860616,0.087504028031,0.060199448841,0.086433915234,0.060826467431,0.023189907624,-0.095343547889,0.094754190282,0.086655654169,0.045775504064,0.040038966039,0.042993568061,0.06180043385,0.05432763244,0.043942736119,0.070595411311,0.012429748912
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,0.18128911974,0.044952610366,0.008091043199,0.078232190998,0.035381115999,-0.012804698071,0.042128645147,0.039934245322,0.082993942809,0.091750379319,0.097719812992,0.074111240497,0.089937696753,0.066694458489,-0.098665713117,0.060404097038,0.045962879802,0.066076973248,0.029468680041,0.144293395039,0.072369225545,0.017307632318,0.012693130517,0.051001030815,0.076622717682,0.048426935859,0.013201888513,0.047038419063,-0.095267239898,0.13556777657,0.103841876854,0.098617793692,0.043295515591,0.045596137381,0.101621040543,0.105543232614,0.07141732644,0.034525244808,0.060297020661
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Sonora<C1>,NA,0.153564951953,0.026164673972,-0.005820085419,0.065627486686,0.028159043163,-0.014347350027,0.042556083726,0.044502085604,0.089703199763,0.101560206235,0.110427672504,0.090911665862,0.104249332606,0.125062693908,-0.040755410579,0.090682194264,0.18279886864,0.218680941379,0.09406483923,0.200839254494,0.037672119723,-0.091026557731,0.093714216231,0.095369522281,0.076996233855,0.070980341204,0.046186628816,0.059951211716,-0.0735254375,0.176784152894,0.135065052888,0.111871504825,0.060136798717,0.060036625892,0.094194138213,0.098470641777,0.008331945098,0.075179868397,-0.017828778101
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,0.148574448876,0.00798312903,-0.029578264584,0.045426409653,0.002340043622,-0.046848009868,0.011643850832,0.01106723453,0.057675867037,0.068868707259,0.077090118828,0.054807652028,0.075422664992,0.075563934517,-0.018507257944,0.020670688567,0.123598230688,0.023444611369,0.041786342461,0.091204340748,0.008497021764,0.008376499154,0.027129938864,0.060751394347,0.072975155999,0.07326240536,0.038463491212,0.049935001838,-0.06532297912,0.070257755147,0.084321103561,0.079270025935,0.055403090509,0.023533404965,0.055993849422,-0.009250917748,-0.009019702798,-0.008209948733,0.029086343051
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,0.142339395734,0.037212972788,0.012161701896,0.072819398892,0.042890804473,0.009349303694,0.058234810202,0.061190242533,0.099610632014,0.109949979253,0.117594545483,0.101755966825,0.109236476819,0.169984565931,-0.101996768536,0.10682802376,0.194187732624,0.172671517017,0.115824546759,0.193271192845,0.007114611672,0.111060872297,0.066181031416,0.089098610106,0.095721922332,0.09014228195,0.072294952338,0.02756708366,-0.151538855452,0.141839479232,0.140826891813,0.095879314585,0.070423573605,0.020147235686,0.11562087298,0.100139901682,0.050077704909,0.054219287081,0.028186906467
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,0.036716847635,0.005701148705,-0.002215786894,0.014950190074,0.005717695398,-0.004771737148,0.008842397364,0.009149242737,0.019974576452,0.022748924782,0.024809171844,0.019991923767,0.023101615174,0.032535305787,-0.000911910764,0.039180692535,0.060743764174,0.016580857665,0.017814016743,0.034225312425,0.006110760167,0.005373185941,0.01016901879,0.014173215023,0.00923482964,0.036743645788,0.005434253245,0.024435411811,-0.01550071855,0.020240370489,0.024112387584,0.012759354545,0.017090888474,0.003651119366,0.019103476631,0.007791608588,0.007218395498,0.004742338009,0.001464174647
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,0.357272061162,0.060288344773,-0.019600399212,0.135136374364,0.042880541029,-0.061410761832,0.059268625899,0.055833423333,0.150955001186,0.171721111349,0.186347277017,0.136917661488,0.151978452275,0.273155612139,-0.059873383185,0.072867747803,0.195027419206,0.156204933507,0.086738231921,0.183551193568,0.022844126412,0.00609866467,0.05550066972,0.176718896845,0.100785381919,0.199427186667,0.124197286893,0.033298969464,-0.131691580292,0.260398730648,0.171549072862,0.179580812121,0.002054996372,0.109619360744,0.114051512349,0.016154604369,0.1029373524,0.07403444674,0.074454061401
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,0.103410419082,0.021956545875,0.000642840538,0.044328258707,0.01947745197,-0.008596098866,0.02592508958,0.025816806061,0.053087498714,0.059459236185,0.064029444718,0.050714296923,0.049300626065,0.098980535022,-0.058748948933,0.065188691692,0.089805338439,0.068976120757,0.032696984711,0.10165005424,0.034272534138,0.018228204956,-0.007864413775,0.068756545535,0.062183415924,0.046851411249,0.034855217718,0.043014698952,-0.056026599341,0.070632973317,0.058447184317,0.076854289393,0.05607565252,0.032135862645,0.055969187943,0.064857455351,0.054046400618,0.066813560294,0.019096922246
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,0.048261767514,0.014125299865,0.005272187552,0.023274094515,0.012870403005,0.001318524221,0.015541167888,0.015414945275,0.026419668768,0.028751360813,0.030322870605,0.024615342874,0.02604327734,0.022184132197,0.041057559252,-0.04427268863,0.03342389359,0.051275748633,-0.003889304378,0.030101575926,0.005986145904,0.02841059636,0.017965291217,0.018755046637,0.027145213025,0.032195420536,0.023309900338,0.01285952757,-0.012316933677,0.048129301935,0.028978613487,0.026034139208,0.017289233196,0.02599184176,0.027618948397,0.020215040325,0.021276047899,0.010942016061,0.003751393712
